9.291843847656251683e+02,7.406342288056164591e+01,5.485390608784902724e+03,8.256287405142320734e-01,2.990632301278479233e+00,6.806640625000357978e-03,1.711698661949624167e+01,2.929912309320134227e+02,4.589010239652291205e-03,5.979047610939378643e+00,2.391601562499997419e-02,1.842417190533251059e+01,3.394501103972437477e+02,1.265215059646485896e-01,4.720556543728521959e+00,-4.111328124999879402e-03,7.350674966880653471e+00,5.403242246872589050e+01,5.262146351036426500e-02,6.495111470284914645e+00,1.116015625000000427e-01,5.972802460203866737e+00,3.567436922861736548e+01,-2.391459662267034214e-02,4.468623188464280638e+00,1.787109375000084420e-03,6.324419991490614734e+00,3.999828822876614254e+01,1.019975244702959333e-01,4.028211016714025483e+00,-5.779622395833342550e-03,2.764439843331241153e+00,7.642127647397256140e+00,2.019987054083731415e-02,8.173003987085416533e-01,-1.272216796874999639e-02,2.219122550579181397e+00,4.924504894489051487e+00,-2.178391172785488356e-02,1.848552707464440559e+00,-1.049316406250000271e-02,2.305294094102710023e+00,5.314380860304835252e+00,5.416613250432721072e-02,2.336038692541371198e+00,-1.247363281250000039e-01,1.083512886225986405e+00,1.174000174617767511e+00,-2.071620535823769788e-02,2.782969164893871472e-01
8.771971940104168652e+02,9.582797450140431295e+01,9.183000697041794410e+03,8.821103341739200410e-01,2.407283638415085747e+00,3.300130208333341281e-02,1.977899569852944950e+01,3.912086708424465087e+02,1.680442202965225507e-01,6.458745906813057047e+00,-9.078776041666783078e-03,2.007285770559476035e+01,4.029196164690549722e+02,-3.666967294481878609e-02,5.509634715919668579e+00,8.561197916665955806e-04,7.046355712306227481e+00,4.965112882435060726e+01,-2.370127757742227642e-02,7.400821343803453800e+00,9.874837239583333925e-02,6.452834447592602274e+00,4.163907240803772680e+01,6.907580100837520942e-02,4.503195340312228900e+00,-1.110026041666621176e-03,6.506273201427853259e+00,4.233159097161824747e+01,-2.958119769294764376e-02,4.302433084192754720e+00,-1.061686197916662452e-02,2.750043795877973096e+00,7.562740879246930170e+00,2.045649891620938618e-02,4.346771270678040366e-01,-1.798014322916667226e-02,2.308960418695066963e+00,5.331298215100498616e+00,-4.143671597548131275e-02,1.924869121345799350e+00,-4.153645833333332975e-03,2.330050814888092958e+00,5.429136799960666337e+00,5.422080620797267020e-02,2.023156411088947060e+00,-1.270393880208333381e-01,1.086578755995088796e+00,1.180653392979834848e+00,-1.629216118711446920e-02,2.192146871565565647e-01
9.109014029947918516e+02,1.044732020014070173e+02,1.091464993642679474e+04,2.130386877774243182e+00,8.751559124398504252e+00,6.648763020833317605e-02,1.577181518353042833e+01,2.487501541834409409e+02,2.112224408780743190e-01,2.149531651945569166e+01,5.625976562499996475e-02,1.510685020566160475e+01,2.282169231362980497e+02,-8.036453645349933561e-02,2.666732075372783939e+01,9.612630208333580034e-03,6.585934037391093732e+00,4.337452714486655481e+01,2.030036966523909858e-01,3.089726531723681546e+01,1.180452473958334275e-01,5.643432081176642079e+00,3.184832565485372413e+01,6.890083192320245464e-02,1.615251679448575572e+01,8.719075520833402190e-03,5.507625446278833437e+00,3.033393805649811981e+01,-1.642513795672413401e-01,1.866101095281002387e+01,-8.797200520833371035e-03,2.690471710067670941e+00,7.238638022674458661e+00,-7.763939746386629669e-03,2.075789312608974591e+00,-2.705322265625000056e-02,2.315176813232485475e+00,5.360043676529327783e+00,-6.548957286986516468e-01,2.511744385060805129e+01,1.082600911458333516e-02,2.104046120257938579e+00,4.427010076172483544e+00,3.271870785822702521e-01,5.613681895544125666e+00,-1.244018554687500028e-01,1.076772366443893292e+00,1.159438729137182156e+00,-9.358385150746965919e-02,3.071256019658086700e+00
9.029371826171876592e+02,1.510321498287093220e+02,2.281071028188170385e+04,-9.807052309613405183e-02,-4.737836631646246133e-01,1.623714192708331783e-01,5.619357644350566972e+01,3.157718033512115653e+03,-1.648782758187675168e-01,7.254755629368481173e-01,-1.361637369791670327e-01,5.793756992622827795e+01,3.356762008956591671e+03,-1.142435836638476115e-01,5.935190526449711790e-01,3.868001302083343140e-02,2.946160460093113187e+01,8.679861456616064288e+02,-1.846976799876107883e-02,5.567528234368039897e-01,1.170532226562499972e-01,2.054858034945545597e+01,4.222441543780268489e+02,-1.167251041620012003e-01,1.018159455257909407e+00,7.329915364583280447e-03,2.107829044268552821e+01,4.442943279862080885e+02,-1.055156539552409567e-01,9.014787160888890760e-01,-1.637613932291666005e-02,7.323581609117717051e+00,5.363484758540725039e+01,2.045915188566388779e-02,1.078059829822898941e+00,-2.161145019531250100e-01,6.245930612621595657e+00,3.901164921768358340e+01,-3.048564267271674511e-01,1.428707218710907334e+00,2.112089029947916696e-01,6.475087315924011655e+00,4.192675574884001577e+01,9.421446495717938907e-02,1.283286762988145924e+00,-1.256123860677083592e-01,2.173139931436629535e+00,4.722537161604399181e+00,-1.327562963492432135e-01,4.587482458331675339e-01
7.675169661458334076e+02,1.960975385523586851e+02,3.845424462629380287e+04,2.172523616009744071e-02,-4.866427468087266561e-01,-2.123111979166668051e-01,5.018245347656137056e+01,2.518278636927246680e+03,-2.044603533986474875e-01,8.257865870564797817e-01,-1.821614583333330539e-01,5.166437015917872344e+01,2.669207143944636755e+03,-1.162568183816544143e-01,7.593877893613876218e-01,2.837890624999983569e-02,2.607748803818767058e+01,6.800353823818210230e+02,-3.481834365712949825e-02,6.704264238714396917e-01,6.342773437500003053e-02,1.846978471840581548e+01,3.411329475442570356e+02,-1.050090679632786211e-01,1.007691361072958536e+00,-4.385742187500003136e-02,1.875045515801326701e+01,3.515795686326663372e+02,-9.346673738360485040e-02,9.746115406259674430e-01,-8.183593749999979947e-03,6.757561544339655946e+00,4.566463802553815299e+01,1.499795848497683347e-02,8.191697259279298038e-01,-2.275675455729166685e-01,5.615173429878955957e+00,3.153017264761860261e+01,-3.399179836401846622e-01,1.374815231563961682e+00,1.803743489583333470e-01,5.866754249691146228e+00,3.441880542626912387e+01,1.341272320428272546e-01,1.374994403935580145e+00,-1.398738606770833226e-01,2.098013945768939070e+00,4.401662516640953093e+00,-3.581281371399325925e-02,3.561840638547963955e-01
9.286683707682293516e+02,1.142433158711296528e+02,1.305153522123070434e+04,1.837945396664366848e+00,6.034580860129498348e+00,5.185384114583313497e-02,1.893662164764953459e+01,3.585956394262290132e+02,-1.431801281382353574e-01,2.257833226877763622e+01,-1.117024739583308973e-02,2.072562343619602743e+01,4.295514668189979943e+02,1.767648327922098986e-02,1.577715615606838639e+01,-2.758789062500125074e-03,9.074904289093376875e+00,8.235388785620537533e+01,-2.134435802801400994e-01,2.688021073964223717e+01,1.063273111979166213e-01,6.748115275983255223e+00,4.553705977795856086e+01,-3.971884580393654496e-02,1.825633174770057821e+01,-2.528483072916721478e-03,7.205381368511499574e+00,5.191752066569264912e+01,1.502816262407098181e-02,1.636595584275899640e+01,-5.578613281249989939e-03,2.944150274754480545e+00,8.668020840336883026e+00,2.459794386180278250e-02,5.037833031578946574e+00,-1.989868164062499542e-02,2.365401415943960473e+00,5.595123858549692741e+00,-2.081336399048734631e-01,8.343818181348424901e+00,5.902913411458340573e-03,2.510978974004343112e+00,6.305015407891904289e+00,2.563476218960522024e-01,1.006300860009937459e+01,-1.220666503906250033e-01,1.104501215191639796e+00,1.219922934359809030e+00,-1.101249187816225467e-01,1.204809449040714853e+00
1.046959565429687700e+03,9.523102364009322685e+01,9.068947863539995524e+03,1.406663916614382115e-01,9.555212177032830212e-01,-8.798990885416695107e-02,1.799281344133621729e+01,3.237413355347292168e+02,-2.242519758222561929e-02,4.792483297280041299e+00,-1.172965494791671642e-01,1.711516626514267614e+01,2.929289162834779177e+02,-2.198924122191633912e-01,5.109945891763437942e+00,-1.232584635416661759e-02,6.399810092825242158e+00,4.095756922422783219e+01,-5.689278742050932723e-03,5.143399515524855303e+00,7.303629557291660412e-02,5.928545225231474980e+00,3.514764848761492289e+01,6.294077855053537007e-02,3.701942996879410863e+00,-4.223388671875000916e-02,5.721925947995700312e+00,3.274043655434649480e+01,-1.464180670178595600e-01,3.891117855609835807e+00,-4.777832031250033896e-03,2.555216114930549232e+00,6.529129394000769970e+00,1.001449535801995916e-02,4.640590525588281778e-01,-2.620402018229167976e-02,2.126237383619422605e+00,4.520885411500767503e+00,-9.008371855325222888e-02,1.458155938988636713e+00,-1.226847330729165415e-02,2.099480031700236005e+00,4.407816403508023839e+00,2.664531197449919453e-02,1.591463371071818678e+00,-1.220227050781250017e-01,1.023978261465168682e+00,1.048531479953229484e+00,-5.422708518219371276e-02,2.545719347832453572e-01
1.045098185221354242e+03,7.198798228077585293e+01,5.182269592857297539e+03,2.638047235957532988e-01,7.049219022263613077e-01,-8.753743489583275250e-02,1.303803307856839311e+01,1.699903065578436099e+02,-2.124446620787111828e-01,6.860106179230394119e+00,-8.969726562500198244e-03,1.487023722020218308e+01,2.211239549850863568e+02,2.660294114189695192e-01,6.114546997940591311e+00,-3.735351562499826267e-03,6.151909598090109732e+00,3.784599170307321714e+01,-1.304734059574274574e-01,7.316894821601206189e+00,9.417073567708342252e-02,4.936073855793360110e+00,2.436482510984672700e+01,-1.214647307886705246e-01,5.038270845201273218e+00,-2.956542968749976442e-03,5.322859806005371119e+00,2.833283651438754092e+01,1.247254278810540490e-01,4.958822999776868912e+00,-4.616699218750013912e-03,2.544607256544648255e+00,6.475026090059680328e+00,-2.642636741233663714e-03,5.882913358817769556e-01,-1.853474934895833065e-02,1.954745705030401348e+00,3.821030771334800846e+00,-6.980492064886145709e-02,1.384314841104579585e+00,-8.835042317708360904e-03,2.047124434619524536e+00,4.190718450816308227e+00,7.980932678827888649e-02,2.413747177900866347e+00,-1.209232584635416691e-01,1.018982312534360002e+00,1.038324953257871996e+00,-4.539370270711702571e-02,3.229706534560610187e-01
8.934737516276043152e+02,1.012642689402812408e+02,1.025445216400960817e+04,5.907661464881374114e-01,1.509646041589314258e+00,-5.210123697916677066e-02,2.288179323588837022e+01,5.235764616899467683e+02,-2.332089169445443200e-01,4.843415086145422599e+00,-8.221842447916676011e-02,2.225538518600580318e+01,4.953021697774865402e+02,-1.596666702394585191e-01,5.396015483711552818e+00,-1.633951822916666907e-02,9.273231519982880755e+00,8.599282282320402260e+01,2.177511754867667709e-02,6.381322261234263493e+00,6.574625651041671182e-02,7.742141758803809282e+00,5.994075901341374646e+01,-2.376305479166955503e-01,5.396253661942107982e+00,-2.528238932291682062e-02,7.432473890512293124e+00,5.524166813314693769e+01,-1.427364788397596507e-01,4.733060747717503070e+00,-6.825358072916599961e-03,3.015648613589792415e+00,9.094136560646036926e+00,6.323277689494732554e-03,1.113576789223039931e+00,-1.114624023437499681e-02,2.637722700153327882e+00,6.957581042904164015e+00,-1.163351262639172878e-01,3.695696486524718161e+00,-2.379109700520835174e-02,2.540512523323636085e+00,6.454203881164227496e+00,-1.599126230741595434e-01,2.532599863453081745e+00,-1.285445149739583293e-01,1.168822391107376291e+00,1.366145781953964411e+00,-1.502230488004299876e-02,4.047617448550413499e-01
1.136293167317708594e+03,1.117952424348420521e+02,1.249817623106511019e+04,2.365735710583952989e-01,6.843804795124377449e-01,4.835286458333307169e-02,2.865725635737182486e+01,8.212383419321279234e+02,2.060470033546027424e-01,2.885218762868129616e+00,2.627929687499918482e-02,2.858762791486812560e+01,8.172524697989472315e+02,1.509260477498218789e-01,2.882168581092455106e+00,1.450520833333385391e-02,1.187676672572947645e+01,1.410575878573948785e+02,5.746619967399305834e-02,2.682080365720329596e+00,1.307242838541666785e-01,9.270610779839282500e+00,8.594422423127231525e+01,2.828044722003617006e-01,3.004463338077473011e+00,1.304524739583329783e-02,9.261164274782906602e+00,8.576916372451519521e+01,1.354806120389810409e-01,3.076492151313204637e+00,-5.698242187499895882e-03,3.059615536928131263e+00,9.361247233812015622e+00,1.478974273793567419e-02,1.471477047527514515e+00,-3.796142578125000222e-02,2.818789583830811019e+00,7.945574717913076235e+00,1.964793102196610297e-02,2.476376996668558483e+00,2.055745442708333329e-02,2.923917331310568191e+00,8.549292560338313862e+00,2.892197195593108061e-01,3.286221913964119778e+00,-1.216658528645833265e-01,1.184819682763331272e+00,1.403797680663401160e+00,-1.409698105651131517e-01,6.441206013716125334e-01
